Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
Bvlgari Man Glacial Essence,A crisp woody scent with aromatic fougere.,72,Woody,Aromatic Fougere,,https://tinyurl.com/ycx73ykn
Bvlgari Man Wood Neroli,A vibrant woody scent with ambery notes.,50,Woody,Ambery,4,https://tinyurl.com/2d7ehtmp
Bvlgari Yasep,A sophisticated woody scent with citrus highlights.,400,Woody,Citrus,4,https://tinyurl.com/37tfbvcp
Bvlgari Falkar,A bold leather scent with woody richness.,317,Leather,Woody,4,https://tinyurl.com/y48we6ee
Bvlgari Man Wood Essence,A refined woody scent with aromatic fougere.,80,Woody,Aromatic Fougere,,https://tinyurl.com/4peb2w6f
Bvlgari Rubinia,An opulent woody scent with ambery depth.,317,Woody,Ambery,4,https://tinyurl.com/3bnmt93w
Bvlgari Tygar,A fresh citrus scent with invigorating notes.,300,Citrus,Citrus,4,https://tinyurl.com/35t4fyz5
Bvlgari Aqva Pour Homme Atlantique,A dynamic woody scent with aquatic freshness.,290,Woody,Citrus,3,https://tinyurl.com/2evx7k7t
Bvlgari Ambero,A luxurious ambery scent with citrus zest.,317,Ambery,Citrus,4,https://tinyurl.com/5ftf7ya7
Bvlgari Onekh,A bold woody scent with a citrus twist.,317,Woody,Citrus,4,https://tinyurl.com/4ebmsc3x
Bvlgari Gyan,A rich woody scent with a hint of citrus.,400,Woody,Citrus,4,https://tinyurl.com/zwjb5mc4
Bvlgari Garanat,An exotic ambery scent with oriental depth.,345,Ambery,Ambery,4,https://tinyurl.com/22b3k23k
Bvlgari Man In Black,A captivating ambery scent with spicy richness.,150,Ambery,Spicy,4,https://tinyurl.com/bdhdk5ux
Bvlgari Man,A refined woody scent with ambery warmth.,150,Woody,Ambery,3,https://tinyurl.com/5n8xzndw
Bvlgari Aqva Pour Homme Marine,A refreshing aromatic fougere with watery notes.,72,Aromatic Fougere,Watery,3,https://tinyurl.com/4khmt5n2
Bvlgari Aqva Pour Homme,A vibrant aromatic fougere with watery freshness.,81,Aromatic Fougere,Watery,3,https://tinyurl.com/veusts5e
Bvlgari Eau Parfumée au Thé,An exquisite woody scent with floral undertones.,115,Woody,Floral,2,https://tinyurl.com/caurjuyb
Bvlgari BLV Pour Homme,An elegant woody scent with citrus highlights.,76,Woody,Citrus,3,https://tinyurl.com/y3p76fcv
Bvlgari Black,A bold leather scent with green freshness.,400,Leather,Green,3,https://tinyurl.com/mry8yjzm
Bvlgari Pour Homme,An elegant woody scent with floral nuances.,120,Woody,Floral,3,https://tinyurl.com/ycyyx2yv
Bvlgari Eau Parfumée au Thé Vert,A fresh citrus scent with floral notes.,80,Citrus,Floral,2,https://tinyurl.com/3p4j6syu
Byredo Animalique,An exotic woody scent with ambery warmth.,225,Woody,Ambery,4,https://tinyurl.com/3epd53be
Byredo Rouge Chaotique,A rich woody scent with ambery intensity.,375,Woody,Ambery,4,https://tinyurl.com/544v4afp
Byredo Eyes Closed,An ambery scent with floral nuances.,225,Ambery,Floral,4,https://tinyurl.com/22y32624
Byredo Vanille Antique,A luxurious ambery scent with woody depth.,375,Ambery,Woody,4,https://tinyurl.com/fvewjm6h
Byredo De Los Santos,An aromatic fougere with ambery richness.,225,Aromatic Fougere,Ambery,4,https://tinyurl.com/bdfrecsx
Byredo Mumbai Noise,A complex ambery scent with woody notes.,225,Ambery,Woody,4,https://tinyurl.com/m45xu6d8
Byredo Young Rose,A fresh floral scent with aldehydic highlights.,225,Floral,Aldehydic,4,https://tinyurl.com/485tes2x
Byredo Mixed Emotions,A balanced woody scent with green undertones.,225,Woody,Green,4,https://tinyurl.com/4ep2stc4
Byredo Tobacco Mandarin,A bold ambery scent with woody richness.,375,Ambery,Woody,4,https://tinyurl.com/3jmxhctx
Byredo Lil Fleur,A lively floral scent with fruity notes.,225,Floral,Fruity,4,https://tinyurl.com/2pk46hba
Byredo Deep Viola,A deep leather scent with green accents.,260,Leather,Green,4,https://tinyurl.com/4uk5neef
Byredo Sellier,A sophisticated woody scent with leather undertones.,375,Woody,Leather,4,https://tinyurl.com/37s4kzy2
Byredo Casablanca Lily,A floral scent with rich ambery depth.,375,Floral,Ambery,4,https://tinyurl.com/2p9a7m34
Byredo Reine De Nuit,A floral scent with woody richness.,375,Floral,Woody,4,https://tinyurl.com/yvu3jm28
Byredo Slow Dance,A smooth ambery scent with woody undertones.,225,Ambery,Woody,4,https://tinyurl.com/5x9bhx89
Byredo Sundazed,A bright floral scent with citrus highlights.,225,Floral,Citrus,4,https://tinyurl.com/543wez2t
Byredo Eleventh Hour,An adventurous woody scent with fruity notes.,225,Woody,Fruity,4,https://tinyurl.com/yd2cw7a9
Byredo Velvet Haze,A smooth woody scent with a velvety texture.,225,Woody,Woody,4,https://tinyurl.com/2p8ea2dc
Byredo Bibliothèque,A sophisticated woody scent with leather richness.,225,Woody,Leather,4,https://tinyurl.com/yc3crjd7
Byredo Heliotropia,A delicate floral scent with soft nuances.,295,Floral,Floral,4,https://tinyurl.com/3583yyac
Byredo Super Cedar,A fresh woody scent with cedar highlights.,225,Woody,Woody,4,https://tinyurl.com/5d22hshr
Byredo Rose of No Man's Land,A floral scent with fruity richness.,225,Floral,Fruity,4,https://tinyurl.com/5bmc69ef
Byredo Mojave Ghost,A woody scent with floral undertones.,225,Woody,Floral,4,https://tinyurl.com/ywzcjh9u
Byredo Flowerhead,A vibrant floral scent with fruity accents.,225,Floral,Fruity,4,https://tinyurl.com/5n959x36
Byredo Inflorescence,A bright floral scent with citrus highlights.,225,Floral,Citrus,4,https://tinyurl.com/m6v7fw2m
Byredo 1996,A rich woody scent with ambery warmth.,225,Woody,Ambery,4,https://tinyurl.com/ru945ns3
Byredo Black Saffron,An exotic ambery scent with floral richness.,225,Ambery,Floral,4,https://tinyurl.com/3vfdvwu3
Byredo Seven Veils,A luxurious ambery scent with floral undertones.,165,Ambery,Floral,4,https://tinyurl.com/5n96w73d
Byredo Mister Marvelous,A fresh aromatic fougere with citrus zest.,320,Aromatic Fougere,Citrus,4,https://tinyurl.com/mv5d9jyx
Byredo Accord Oud,A rich ambery scent with woody depth.,225,Ambery,Woody,4,https://tinyurl.com/yc5tb78z
Byredo Oud Immortel,A classic woody scent with timeless appeal.,225,Woody,Woody,4,https://tinyurl.com/47v73w6w
Byredo M/Mink,A bold ambery scent with floral richness.,320,Ambery,Floral,4,https://tinyurl.com/5v9ha7mb
Byredo Palermo,A fresh citrus scent with green notes.,320,Citrus,Green,4,https://tinyurl.com/37bps4m6
Byredo La Tulipe,A vibrant floral scent with green undertones.,225,Floral,Green,4,https://tinyurl.com/4mj2ynjm
Byredo Sunday Cologne,A bright citrus scent with aromatic fougere.,225,Citrus,Aromatic Fougere,4,https://tinyurl.com/5xwdubuw
Byredo Blanche,A soft floral scent with musk undertones.,225,Floral,Musk Skin,4,https://tinyurl.com/3txudwuc
Byredo Bal D'Afrique,A lively floral scent with woody highlights.,225,Floral,Woody,4,https://tinyurl.com/36cx7nz3
Byredo Rose Noir,A deep floral scent with chypre accents.,225,Floral,Chypre,4,https://tinyurl.com/bddya97r
Byredo Pulp,A fresh floral scent with fruity notes.,225,Floral,Fruity,4,https://tinyurl.com/4h5nrtzm
Byredo Gypsy Water,A woody scent with rich floral undertones.,225,Woody,Floral,4,https://tinyurl.com/32zxssc3
Calvin Klein Eternity For Men Aromatic Essence,An adventurous scent with hints of exotic spices and warmth.,90,Aromatic Fougere,Spicy,5,https://tinyurl.com/2p9u6wdy
Calvin Klein Defy Parfum,An adventurous scent with hints of exotic spices and warmth.,92,Woody,Ambery,5,https://tinyurl.com/4djjz3a9
Calvin Klein Eternity For Men Parfum,An adventurous scent with hints of exotic spices and warmth.,99,Aromatic Fougere,Aromatic Fougere,5,https://tinyurl.com/fp5hvk8a
Calvin Klein Defy Eau de Parfum,An adventurous scent with hints of exotic spices and warmth.,105,Woody,Citrus,4,https://tinyurl.com/5n94rbc8
Calvin Klein CK Everyone Eau de Parfum,An adventurous scent with hints of exotic spices and warmth.,80,Woody,Citrus,4,https://tinyurl.com/3vmt5sup
Calvin Klein Defy Eau de Toilette,An adventurous scent with hints of exotic spices and warmth.,60,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/3uw5m7af
Calvin Klein Eternity For Men Cologne,An adventurous scent with hints of exotic spices and warmth.,80,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/3pr2b6hv
Calvin Klein CK Everyone,An adventurous scent with hints of exotic spices and warmth.,75,Citrus,Watery,3,https://tinyurl.com/mrym668x
Calvin Klein Eternity For Men Eau de Parfum,An adventurous scent with hints of exotic spices and warmth.,115,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/bdftkyvk
Calvin Klein Eternity Flame For Men,An adventurous scent with hints of exotic spices and warmth.,40,Aromatic Fougere,Fruity,3,https://tinyurl.com/y2ry3hz2
Calvin Klein CK All,An adventurous scent with hints of exotic spices and warmth.,75,Citrus,Citrus,3,https://tinyurl.com/p8888su3
Calvin Klein CK One Gold,An adventurous scent with hints of exotic spices and warmth.,53,Woody,Fruity,3,https://tinyurl.com/4uj6bd92
Calvin Klein CK One Shock For Him,An adventurous scent with hints of exotic spices and warmth.,40,Ambery,Citrus,3,https://tinyurl.com/28jumced
Calvin Klein Eternity For Men Aqua,An adventurous scent with hints of exotic spices and warmth.,52,Aromatic Fougere,Watery,3,https://tinyurl.com/rpxyd32c
Calvin Klein CK Free For Men,An adventurous scent with hints of exotic spices and warmth.,33,Woody,Citrus,3,https://tinyurl.com/3f6f33vp
Calvin Klein Man,An adventurous scent with hints of exotic spices and warmth.,40,Woody,Citrus,3,https://tinyurl.com/y2drxj5z
Calvin Klein CK IN2U Him,An adventurous scent with hints of exotic spices and warmth.,26,Woody,Citrus,3,https://tinyurl.com/2p9n9v7b
Calvin Klein Euphoria Men,An adventurous scent with hints of exotic spices and warmth.,85,Aromatic Fougere,Watery,3,https://tinyurl.com/2y7afuax
Calvin Klein Truth Calvin Klein Men,An adventurous scent with hints of exotic spices and warmth.,40,Woody,Citrus,3,https://tinyurl.com/bdhvnu2a
Calvin Klein Contradiction For Men,An adventurous scent with hints of exotic spices and warmth.,35,Woody,Ambery,3,https://tinyurl.com/mwzvbf2t
Calvin Klein CK Be,An adventurous scent with hints of exotic spices and warmth.,30,Floral,Musk Skin,3,https://tinyurl.com/574z68rv
Calvin Klein CK One,An adventurous scent with hints of exotic spices and warmth.,85,Citrus,Citrus,3,https://tinyurl.com/h8zdj8
Calvin Klein Escape For Men,An adventurous scent with hints of exotic spices and warmth.,45,Aromatic Fougere,Watery,3,https://tinyurl.com/us4y73rv
Calvin Klein Obsession For Men,An adventurous scent with hints of exotic spices and warmth.,60,Woody,Ambery,3,https://tinyurl.com/wwc8v5a2
Carolina Herrera Bad Boy, An adventurous scent with hints of exotic spices and warmth.,120,Ambery,Aromatic Fougere,3,https://tinyurl.com/4ncj9zwa
Carolina Herrera Bad Boy Cobalt, An adventurous scent with hints of exotic spices and warmth.,142,Aromatic Fougere,Woody,4,https://tinyurl.com/ctbtm995
Carolina Herrera Bad Boy Extreme, An adventurous scent with hints of exotic spices and warmth.,142,Ambery,Aromatic Fougere,4,https://tinyurl.com/57j6ujc9
Carolina Herrera Bad Boy Cobalt Elixir, An adventurous scent with hints of exotic spices and warmth.,153,Woody,Aromatic Fougere,4,https://tinyurl.com/4fenjy56
Carolina Herrera Bad Boy Le Parfum, An adventurous scent with hints of exotic spices and warmth.,142,Aromatic Fougere,Woody,4,https://tinyurl.com/355t4k48
Carolina Herrera Bad Boy Collector Gold Fantasy, An adventurous scent with hints of exotic spices and warmth.,100,Ambery,Aromatic Fougere,3,https://tinyurl.com/ycym43bv
Carolina Herrera Bad Boy Collector Dazzling Garden 2023, An adventurous scent with hints of exotic spices and warmth.,85,Ambery,Aromatic Fougere,3,https://tinyurl.com/mtj4j3wp
Carolina Herrera 212 Heroes, An adventurous scent with hints of exotic spices and warmth.,71,Aromatic Fougere,Fruity,3,https://tinyurl.com/3sv9xvza
Carolina Herrera 212 Men, An adventurous scent with hints of exotic spices and warmth.,68,Aromatic Fougere,Floral,3,https://tinyurl.com/yubj9pwk
Carolina Herrera 212 Sexy Men, An adventurous scent with hints of exotic spices and warmth.,62,Ambery,Ambery,3,https://tinyurl.com/4mvyn6wc
Carolina Herrera 212 VIP Men, An adventurous scent with hints of exotic spices and warmth.,80,Woody,Ambery,3,https://tinyurl.com/yc4c57jv
Carolina Herrera 212 Heroes x MTV, An adventurous scent with hints of exotic spices and warmth.,126,Aromatic Fougere,Ambery,3,https://tinyurl.com/53a4snba
Carolina Herrera 212 VIP Men Black, An adventurous scent with hints of exotic spices and warmth.,75,Aromatic Fougere,Ambery,4,https://tinyurl.com/yc4u5xbc
Carolina Herrera 212 NYC Men x MTV, An adventurous scent with hints of exotic spices and warmth.,121,Aromatic Fougere,Woody,3,https://tinyurl.com/3wa6725h
Carolina Herrera 212 VIP Men Black x MTV, An adventurous scent with hints of exotic spices and warmth.,125,Aromatic Fougere,Spicy,4,https://tinyurl.com/mr3xt99w
Carolina Herrera CH Men, An adventurous scent with hints of exotic spices and warmth.,67,Woody,Leather,3,https://tinyurl.com/3ybn9a6y
Carolina Herrera Chic for Men, An adventurous scent with hints of exotic spices and warmth.,45,Woody,Ambery,3,https://tinyurl.com/bdfayxzd
Cartier Pasha De Cartier Parfum 2023,A luxurious fragrance with deep woody and ambery notes.,138,Woody,Ambery,4,https://tinyurl.com/yk9mpywr
Cartier Pasha De Cartier Noir Absolu,An intense and dark scent with rich woody and gourmand elements.,95,Woody,Gourmand,5,https://tinyurl.com/mwf3yy9u
Cartier Les Heures Voyageuses Oud,A sophisticated and exotic fragrance with bold woody and ambery tones.,355,Woody,Ambery,5,https://tinyurl.com/4dax92xc
Cartier Déclaration Haute Fraîcheur,A refreshing and vibrant scent with woody and citrus notes.,111,Woody,Citrus,3,https://tinyurl.com/th6cck47
Cartier Luxuriance,An aromatic fougere fragrance with citrus highlights.,117,Aromatic Fougere,Citrus,3,https://tinyurl.com/5dmc6zse
Cartier Insouciance,A delicate and airy floral scent with a touch of musk.,117,Floral,Musk Skin,2,https://tinyurl.com/3tu6t9pu
Cartier Allégresse,A vibrant floral fragrance with green undertones.,117,Floral,Green,3,https://tinyurl.com/2p9vecn5
Cartier V L'heure Osée,An elegant floral perfume.,280,Floral,Floral,5,https://tinyurl.com/42v5w7a2
Cartier Les Epures De Parfum Pure Rose,A pure and fresh floral rose fragrance.,280,Floral,Floral,4,https://tinyurl.com/y2unzccs
Cartier Pur Kinkan,A bright citrus fragrance with fresh kinkan.,280,Citrus,Citrus,3,https://tinyurl.com/yc7umf5t
Cartier Pur Muguet,A pure lily of the valley floral scent.,280,Floral,Floral,3,https://tinyurl.com/msnbddey
Cartier Les Epures De Parfum Pur Magnolia,A fresh and pure magnolia fragrance.,280,Floral,Floral,3,https://tinyurl.com/r5b935pz
Cartier Oud & Amber,A rich and opulent oud and amber blend.,355,Woody,Ambery,5,https://tinyurl.com/5yc972vt
Cartier Oud & Menthe,An invigorating blend of oud and mint.,355,Woody,Green,4,https://tinyurl.com/5hdsnv7e
Cartier Déclaration Parfum,An intense woody and leathery scent.,95,Woody,Leather,4,https://tinyurl.com/35jhe7mx
Cartier Déclaration Eau De Toilette,A woody and spicy classic.,79,Woody,Spicy,3,https://tinyurl.com/5aenmmc7
Cartier L'envol De Cartier Eau De Parfum,An uplifting woody and ambery fragrance.,132,Woody,Ambery,4,https://tinyurl.com/y7jsnyz6
Cartier Les Heures Voyageuses Oud Santal,A luxurious blend of oud and sandalwood.,355,Woody,Woody,5,https://tinyurl.com/c6vfpkau
Cartier Oud Absolu,A bold and pure oud fragrance.,355,Woody,Woody,5,https://tinyurl.com/5eakuc8y
Cartier Pasha De Cartier Édition Noire Sport,An intense aromatic fougere with fruity hints.,111,Aromatic Fougere,Fruity,3,https://tinyurl.com/486ed7uh
Cartier Eau De Cartier Eau De Parfum,A refreshing floral and citrus scent.,86,Floral,Citrus,4,https://tinyurl.com/z7tv7kdw
Cartier Oud Radiuex,A radiant oud fragrance with green undertones.,355,Woody,Ambery,5,https://tinyurl.com/36xekkv9
Cartier Xi L'heure Perdue,An oriental ambery fragrance.,280,Ambery,Ambery,5,https://tinyurl.com/m964t9ey
Cartier Oud & Rose,A captivating blend of oud and rose.,375,Woody,Woody,4,https://tinyurl.com/yn2phhrw
Cartier Oud & Oud,A rich and intense oud fragrance.,355,Woody,Ambery,5,https://tinyurl.com/mwr9djvr
Cartier Oud & Musc,A warm and musky oud scent.,132,Woody,Woody,4,https://tinyurl.com/ypy5f37f
Cartier Viii L'heure Diaphane,A light and fresh floral green scent.,280,Floral,Green,2,https://tinyurl.com/4kcjjatk
Cartier Vii L'heure Défendue,An intense woody and ambery fragrance.,280,Woody,Ambery,5,https://tinyurl.com/7kt7t3hs
Cartier Vi L'heure Brillante,A bright citrus fragrance.,280,Citrus,Citrus,5,https://tinyurl.com/rrzwa5xu
Cartier X L'heure Folle,A fruity and playful citrus scent.,280,Citrus,Fruity,3,https://tinyurl.com/ye29s82u
Cartier Xiii La Treizième Heure,A leathery and woody fragrance with depth.,280,Leather,Woody,5,https://tinyurl.com/4te3cbf4
Cartier Xii L'heure Mystérieuse,An ambery oriental floral fragrance.,280,Ambery,Floral,5,https://tinyurl.com/5n8mkwaz
Cartier I L'heure Promise,A soft and elegant floral musk scent.,280,Floral,Musk Skin,3,https://tinyurl.com/ybzey237
Cartier Eau De Cartier Concentrée,A vibrant and green chypre scent.,150,Chypre,Green,3,https://tinyurl.com/5xm8hde5
Cartier Déclaration Essence,An invigorating leather and woody scent.,115,Leather,Woody,3,https://tinyurl.com/mvyx6nu3
Cartier Pasha De Cartier Eau De Toilette,An aromatic fougere with a fresh twist.,111,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/2v34ycr8
